content,place,year,month,content_token
ppl understand fact pakistan among least carbonemitting countries yet largely affected rather aiding countries major culprits compensate countries combat situations like,India,2022,August,"['ppl', 'understand', 'fact', 'pakistan', 'among', 'least', 'carbonemitting', 'countries', 'yet', 'largely', 'affected', 'rather', 'aiding', 'countries', 'major', 'culprits', 'compensate', 'countries', 'combat', 'situations', 'like']"
also focus,India,2022,August,"['also', 'focus']"
contribution carbon footprint even 5 paying heaviest price obligation stake burden take responsibility contributions disasters,India,2022,August,"['contribution', 'carbon', 'footprint', 'even', '5', 'paying', 'heaviest', 'price', 'obligation', 'stake', 'burden', 'take', 'responsibility', 'contributions', 'disasters']"
stop sleepwalking towards destruction planet today pakistan tomorrow could country,India,2022,August,"['stop', 'sleepwalking', 'towards', 'destruction', 'planet', 'today', 'pakistan', 'tomorrow', 'could', 'country']"
un secretarygeneral antnio guterres used social media platform warn international community consequences guterres enforced taken seriously another country fall victim devastation,India,2022,August,"['un', 'secretarygeneral', 'antnio', 'guterres', 'used', 'social', 'media', 'platform', 'warn', 'international', 'community', 'consequences', 'guterres', 'enforced', 'taken', 'seriously', 'another', 'country', 'fall', 'victim', 'devastation']"
chalo something cool days,India,2022,August,"['chalo', 'something', 'cool', 'days']"
bro plz team flood relief work pakistanyou one believe fight need help,India,2022,August,"['bro', 'plz', 'team', 'flood', 'relief', 'work', 'pakistanyou', 'one', 'believe', 'fight', 'need', 'help']"
scientists warn forest seen vital averting catastrophic tipping point deforesters plundering amazon brazil letting get away,India,2022,August,"['scientists', 'warn', 'forest', 'seen', 'vital', 'averting', 'catastrophic', 'tipping', 'point', 'deforesters', 'plundering', 'amazon', 'brazil', 'letting', 'get', 'away']"
natural calamity hit pakistan worse ever developed state pollute environment developing states suffers simple formula enough resources curb effects developed states somehow manages bulk resources,India,2022,August,"['natural', 'calamity', 'hit', 'pakistan', 'worse', 'ever', 'developed', 'state', 'pollute', 'environment', 'developing', 'states', 'suffers', 'simple', 'formula', 'enough', 'resources', 'curb', 'effects', 'developed', 'states', 'somehow', 'manages', 'bulk', 'resources']"
important thing bangalore failing infrastructure unable cope normal rains forget induced weather extremitieswhats important ka govt ganesh chaturthi pandals celebrations muslims dominated areas,India,2022,August,"['important', 'thing', 'bangalore', 'failing', 'infrastructure', 'unable', 'cope', 'normal', 'rains', 'forget', 'induced', 'weather', 'extremitieswhats', 'important', 'ka', 'govt', 'ganesh', 'chaturthi', 'pandals', 'celebrations', 'muslims', 'dominated', 'areas']"
volunteer visit,India,2022,August,"['volunteer', 'visit']"
volunteer visit,India,2022,August,"['volunteer', 'visit']"
biggest threat currptction,India,2022,August,"['biggest', 'threat', 'currptction']"
absolutely right highness affecting even share,India,2022,August,"['absolutely', 'right', 'highness', 'affecting', 'even', 'share']"
much hoax,India,2022,August,"['much', 'hoax']"
tucker carlson says threat winter,India,2022,August,"['tucker', 'carlson', 'says', 'threat', 'winter']"
recognizes borders,India,2022,August,"['recognizes', 'borders']"
interesting topic could related ice age,India,2022,August,"['interesting', 'topic', 'could', 'related', 'ice', 'age']"
thanks lot sir raising flood issue international level country fight tragedy work together fight catastrophic effects,India,2022,August,"['thanks', 'lot', 'sir', 'raising', 'flood', 'issue', 'international', 'level', 'country', 'fight', 'tragedy', 'work', 'together', 'fight', 'catastrophic', 'effects']"
random topic gave speak boring went carbon dioxide emissions rise temp could thinking subsequent pour literally minute scientific handle,India,2022,August,"['random', 'topic', 'gave', 'speak', 'boring', 'went', 'carbon', 'dioxide', 'emissions', 'rise', 'temp', 'could', 'thinking', 'subsequent', 'pour', 'literally', 'minute', 'scientific', 'handle']"
trouble europe come winters cooling make europe place impossible live,India,2022,August,"['trouble', 'europe', 'come', 'winters', 'cooling', 'make', 'europe', 'place', 'impossible', 'live']"
today become opting one sustainable solutions require low maintenance amp running costswe help part amp call 07400030400,India,2022,August,"['today', 'become', 'opting', 'one', 'sustainable', 'solutions', 'require', 'low', 'maintenance', 'amp', 'running', 'costswe', 'help', 'part', 'amp', 'call', '07400030400']"
anything save earth calamitiesthe whole earth destroysowe reduce warmingfor survival future generations,India,2022,August,"['anything', 'save', 'earth', 'calamitiesthe', 'whole', 'earth', 'destroysowe', 'reduce', 'warmingfor', 'survival', 'future', 'generations']"
pakistan directly affected bilawal bhutto pakistan,India,2022,August,"['pakistan', 'directly', 'affected', 'bilawal', 'bhutto', 'pakistan']"
yeptho contributing neke,India,2022,August,"['yeptho', 'contributing', 'neke']"
yesterday greenland ice sheet gained unprecedented 7 gigatons mass poster boy letting side hence crickets msm arctic sea ice another example record coral cover great barrier reef,India,2022,August,"['yesterday', 'greenland', 'ice', 'sheet', 'gained', 'unprecedented', '7', 'gigatons', 'mass', 'poster', 'boy', 'letting', 'side', 'hence', 'crickets', 'msm', 'arctic', 'sea', 'ice', 'another', 'example', 'record', 'coral', 'cover', 'great', 'barrier', 'reef']"
contribution towards negligible compared developed countries still one facing chaoses world needs open eyes,India,2022,August,"['contribution', 'towards', 'negligible', 'compared', 'developed', 'countries', 'still', 'one', 'facing', 'chaoses', 'world', 'needs', 'open', 'eyes']"
real research predicts 6fold rise fish mass dieoffs 2100,India,2022,August,"['real', 'research', 'predicts', '6fold', 'rise', 'fish', 'mass', 'dieoffs', '2100']"
todays californias decision phase petroleum powered vehicles matterszombie ice sea level 10 inches,India,2022,August,"['todays', 'californias', 'decision', 'phase', 'petroleum', 'powered', 'vehicles', 'matterszombie', 'ice', 'sea', 'level', '10', 'inches']"
mambo 5the true story left tried trick lies,India,2022,August,"['mambo', '5the', 'true', 'story', 'left', 'tried', 'trick', 'lies']"
thanks world focus reality,India,2022,August,"['thanks', 'world', 'focus', 'reality']"
volunteer visit,India,2022,August,"['volunteer', 'visit']"
private sector key role play creating fairer greener efficient food system,India,2022,August,"['private', 'sector', 'key', 'role', 'play', 'creating', 'fairer', 'greener', 'efficient', 'food', 'system']"
warmth mean good feelings want social context,India,2022,August,"['warmth', 'mean', 'good', 'feelings', 'want', 'social', 'context']"
long humans continue hit snooze button alarm clock,India,2022,August,"['long', 'humans', 'continue', 'hit', 'snooze', 'button', 'alarm', 'clock']"
nobody taking seriously,India,2022,August,"['nobody', 'taking', 'seriously']"
melting arctic ice caps frightening speed,India,2022,August,"['melting', 'arctic', 'ice', 'caps', 'frightening', 'speed']"
real,India,2022,August,['real']
facing effects get worse onbut anyways panic aware please urge people power take right steps,India,2022,August,"['facing', 'effects', 'get', 'worse', 'onbut', 'anyways', 'panic', 'aware', 'please', 'urge', 'people', 'power', 'take', 'right', 'steps']"
okay nobody talking cause flood destructionlike remember stats came forward stating pakistan one countries affected flooding given signs,India,2022,August,"['okay', 'nobody', 'talking', 'cause', 'flood', 'destructionlike', 'remember', 'stats', 'came', 'forward', 'stating', 'pakistan', 'one', 'countries', 'affected', 'flooding', 'given', 'signs']"
teaching kids significance nature,India,2022,August,"['teaching', 'kids', 'significance', 'nature']"
together save,India,2022,August,"['together', 'save']"
right mambut unfortunately mostly developed countries obey un rules,India,2022,August,"['right', 'mambut', 'unfortunately', 'mostly', 'developed', 'countries', 'obey', 'un', 'rules']"
,India,2022,August,[]
science mainly evolution,India,2022,August,"['science', 'mainly', 'evolution']"
volunteer visit,India,2022,August,"['volunteer', 'visit']"
pakistan producing less 1 greenhouse emissions due n effects facing unprecedented catastrophic floods33 pakistanis displaced forced 2 live open places food n shelterpenalized 4 non crime,India,2022,August,"['pakistan', 'producing', 'less', '1', 'greenhouse', 'emissions', 'due', 'n', 'effects', 'facing', 'unprecedented', 'catastrophic', 'floods33', 'pakistanis', 'displaced', 'forced', '2', 'live', 'open', 'places', 'food', 'n', 'shelterpenalized', '4', 'non', 'crime']"
volunteer visit,India,2022,August,"['volunteer', 'visit']"
installing natural air purifiers,India,2022,August,"['installing', 'natural', 'air', 'purifiers']"
tucker carlson says threat winteris,India,2022,August,"['tucker', 'carlson', 'says', 'threat', 'winteris']"
news thank excellency extending support pakistan critical time flash floods due unprecedented monsoon rains,India,2022,August,"['news', 'thank', 'excellency', 'extending', 'support', 'pakistan', 'critical', 'time', 'flash', 'floods', 'due', 'unprecedented', 'monsoon', 'rains']"
scam,India,2022,August,['scam']
volunteer visit,India,2022,August,"['volunteer', 'visit']"
already predicted due careless citizens theworldmore 30 cities reclaimed sea water per law natural balancesout nymumbaitokyoosakalondonmiamisydney etc etc,India,2022,August,"['already', 'predicted', 'due', 'careless', 'citizens', 'theworldmore', '30', 'cities', 'reclaimed', 'sea', 'water', 'per', 'law', 'natural', 'balancesout', 'nymumbaitokyoosakalondonmiamisydney', 'etc', 'etc']"
quraishi pakistan paying price amp carbon emissions contributed powers blaming cpec cpec nothing,India,2022,August,"['quraishi', 'pakistan', 'paying', 'price', 'amp', 'carbon', 'emissions', 'contributed', 'powers', 'blaming', 'cpec', 'cpec', 'nothing']"
reversing complicated planting tree simple,India,2022,August,"['reversing', 'complicated', 'planting', 'tree', 'simple']"
chomu even drives car without ac knws better spew gasescausing yes car cng waala ac office homecome zoru show ppl much walk talk,India,2022,August,"['chomu', 'even', 'drives', 'car', 'without', 'ac', 'knws', 'better', 'spew', 'gasescausing', 'yes', 'car', 'cng', 'waala', 'ac', 'office', 'homecome', 'zoru', 'show', 'ppl', 'much', 'walk', 'talk']"
appealing amp stressed taking collective measures combating amp,India,2022,August,"['appealing', 'amp', 'stressed', 'taking', 'collective', 'measures', 'combating', 'amp']"
floods deserted land man real much oddity life already,India,2022,August,"['floods', 'deserted', 'land', 'man', 'real', 'much', 'oddity', 'life', 'already']"
facing today average monsoon entirely new level led catastrophenature sending new message geographical location amp fm12,India,2022,August,"['facing', 'today', 'average', 'monsoon', 'entirely', 'new', 'level', 'led', 'catastrophenature', 'sending', 'new', 'message', 'geographical', 'location', 'amp', 'fm12']"
yah ture paying price every think every country responsible pakistan,India,2022,August,"['yah', 'ture', 'paying', 'price', 'every', 'think', 'every', 'country', 'responsible', 'pakistan']"
amp amp many parts world shows demaged mother earth badly every human needs participate stopping prayers people died,India,2022,August,"['amp', 'amp', 'many', 'parts', 'world', 'shows', 'demaged', 'mother', 'earth', 'badly', 'every', 'human', 'needs', 'participate', 'stopping', 'prayers', 'people', 'died']"
thanking gora masters alone enough concerns raised govt show audacity telling price carbon emissions 3rd world countries like paying collateral,India,2022,August,"['thanking', 'gora', 'masters', 'alone', 'enough', 'concerns', 'raised', 'govt', 'show', 'audacity', 'telling', 'price', 'carbon', 'emissions', '3rd', 'world', 'countries', 'like', 'paying', 'collateral']"
one small emitters planet less one percent ghg sources fact pakistan frontlines devastations caused megaflood made acutely aware vulnerability recurring shocks,India,2022,August,"['one', 'small', 'emitters', 'planet', 'less', 'one', 'percent', 'ghg', 'sources', 'fact', 'pakistan', 'frontlines', 'devastations', 'caused', 'megaflood', 'made', 'acutely', 'aware', 'vulnerability', 'recurring', 'shocks']"
